"Gene"	"ICLE D2 Score Average"	"NST D2 Score Average"	"D2 Effect Size"	"D2 P-value"	"D2 FDR"	"SIMEM Effect Size"	"SIMEM P-value"	"SIMEM FDR"	"Significance"	"Group"	"Group & Significance"	"Consensus Dependency"	"Present in DGI"	"DGI Score"	"Drug"
"NKTR"	-0.0717222578057333	-0.209849550592019	0.138127292786286	0.295388409648495	0.891627595008893	0.0469112576437792	0.592100480110314	0.93306857459428	"NS"	""	"4"	"N"	"N"	NA	NA
"NKX2-2"	0.0150160704104333	-0.04383521409534	0.0588512845057733	0.60562852847324	0.957753294410769	-0.155249623846094	0.243745140220238	0.831474044159069	"NS"	""	"4"	"N"	"N"	NA	NA
"NKX3-1"	-0.0256377992608445	0.02518561265674	-0.0508234119175845	0.52913434334599	0.947422634331019	0.0400331247154879	0.347325048850259	0.87837344471174	"NS"	""	"4"	"N"	"N"	NA	NA
"NKX6-1"	0.0593205353657	0.034182459384809	0.025138075980891	0.691848575254001	0.969058462788925	0.0545364997898595	0.733502092413549	0.963109658772368	"NS"	""	"4"	"N"	"Y"	1.134231806	"ECHOTHIOPHATE IODIDE"
"NMBR"	-0.198257799528222	-0.00689947451555	-0.191358325012672	0.116780323702828	0.830269047830249	-0.330067692701287	0.0689272134607025	0.674352894977609	"NS"	""	"4"	"N"	"N"	NA	NA
"ATP1B3"	0.00692561883456667	0.0539980938060042	-0.0470724749714375	0.409181695168089	0.924181841506229	-0.054786693663539	0.313341020497176	0.864004723310258	"NS"	""	"4"	"N"	"Y"	1.228751123	"asparaginase"
"NME1"	0.00755293516896111	-0.031556694995641	0.0391096301646021	0.535540123203616	0.947422634331019	-0.157928965468388	0.0003019442564629	0.211792328461834	"NS"	""	"4"	"N"	"Y"	2.949002695	"DUTETRABENAZINE"
"NME2"	-0.372356989645422	-0.3843739228322	0.0120169331867778	0.899696773797662	0.991313926687012	0.114112311651693	0.35546354905322	0.881018501596914	"NS"	""	"4"	"N"	"Y"	1.310667864	"URSODIOL"
"NME4"	-0.1225462573457	0.039235950405714	-0.161782207751414	0.0606856937654033	0.809321900953788	-0.0368095228282713	0.65187519766366	0.944300155873608	"NS"	""	"4"	"N"	"N"	NA	NA
"NMT1"	-0.216296000717233	-0.212788506255639	-0.00350749446159357	0.976326611922358	0.99730934359848	-0.0138928298142567	0.878434465364382	0.984980834799853	"NS"	""	"4"	"N"	"N"	NA	NA
"NNMT"	-0.114784783197367	-0.15533953527459	0.0405547520772234	0.544977279957663	0.949799058209454	-0.0676505145355567	0.485657443698908	0.918557745587947	"NS"	""	"4"	"N"	"Y"	6.553339322	"PHYTOSTEROLS"
"NODAL"	0.00324643943587445	0.03924048089105	-0.0359940414551755	0.663750883565216	0.966133787957444	-0.0299769504573068	0.638567771181261	0.94145763882494	"NS"	""	"4"	"N"	"N"	NA	NA
"NOP2"	-0.647654412650556	-0.6446949057337	-0.00295950691685554	0.983398192469814	0.998916530787919	-0.03944938114308	0.753438822842495	0.96700600305132	"NS"	""	"4"	"N"	"Y"	0.728148814	"PLX3397"
"NONO"	-0.17636944234671	-0.21092801146122	0.03455856911451	0.680708660865684	0.967318648487311	0.0270488647092497	0.835062375350566	0.981362988133405	"NS"	""	"4"	"N"	"N"	NA	NA
"NOS1"	-0.00295910516185112	0.0147828583221683	-0.0177419634840194	0.789679733888768	0.982463530633502	-0.096573961015825	0.212257443090051	0.812017219776503	"NS"	""	"4"	"N"	"Y"	0.59575812	"ERYTHROMYCIN"
"NOS2"	-0.0169198812738556	0.017988044244842	-0.0349079255186975	0.598966109840055	0.957753294410769	0.0799686734967889	0.159133044902578	0.781795026531191	"NS"	""	"4"	"N"	"Y"	0.39717208	"CHONDROITIN SULFATE"
"NOS3"	-0.1059605361426	-0.09193735352149	-0.01402318262111	0.883986948397647	0.988771920003845	0.00960916930877083	0.884751336341134	0.985892100744981	"NS"	""	"4"	"N"	"Y"	4.718404312	"l-arginine"
"CNOT2"	-0.170984678614178	-0.08691555592117	-0.0840691226930078	0.393528951723182	0.921960820609046	-0.0926770220165995	0.195407856293432	0.798656278716164	"NS"	""	"4"	"N"	"N"	NA	NA
"CNOT3"	-0.354168882986178	-0.33816558236154	-0.0160033006246378	0.909705571559829	0.991981540811606	-0.0859573971014105	0.628963269482395	0.939696900539112	"NS"	""	"4"	"N"	"N"	NA	NA
"CNOT4"	-0.0344358616670794	-0.05090336393931	0.0164675022722306	0.813715195741781	0.984701641791085	-0.126534788693433	0.0728223400238331	0.67440221541701	"NS"	""	"4"	"N"	"N"	NA	NA
"NOTCH1"	-0.0757555276488111	0.11310271830959	-0.188858245958401	0.0592096755530657	0.809321900953788	-0.119123463439157	0.125027821528472	0.751986823811216	"NS"	""	"4"	"N"	"Y"	0.398513878	"MEPENZOLATE BROMIDE"
"NPY"	0.106966709376333	0.0063647587290431	0.10060195064729	0.215170337644865	0.87028323296438	0.0577275543953699	0.439829804578988	0.907888596055002	"NS"	""	"4"	"N"	"Y"	1.78727436	"Alpha-glucosidase"
"NOTCH3"	-0.168767971475667	-0.07712207637076	-0.0916458951049066	0.532702845265582	0.947422634331019	0.00583871591511184	0.857505934183684	0.983861613131326	"NS"	""	"4"	"N"	"N"	NA	NA
"NOTCH4"	-0.112415850564767	-0.052574127350125	-0.0598417232146417	0.422142766940277	0.925861881077451	0.00623742462091719	0.93201406875681	0.993411686281113	"NS"	""	"4"	"N"	"Y"	0.677931654	"MIVACURIUM"
"NOV"	0.0272989488265333	0.11273566059002	-0.0854367117634867	0.430545517299826	0.925861881077451	-0.0275364782265414	0.806220846786649	0.978371602375938	"NS"	""	"4"	"N"	"N"	NA	NA
"NOVA1"	-0.161364239721278	-0.140146413327029	-0.0212178263942488	0.763225569413794	0.978392530323928	0.0119302452388582	0.855714199986266	0.983861613131326	"NS"	""	"4"	"N"	"N"	NA	NA
"NOVA2"	-0.0925276649432322	0.041418565352914	-0.133946230296146	0.254146852155639	0.88595559459422	-0.0553736218277647	0.435436997599725	0.906464899262321	"NS"	""	"4"	"N"	"N"	NA	NA
"FXYD2"	-0.17360019382535	-0.1763726972679	0.00277250344254998	0.978760940753969	0.997845579486169	-0.0324081806735286	0.810879110155469	0.979118156376574	"NS"	""	"4"	"N"	"Y"	4.212860993	"EPOPROSTENOL SODIUM"
"PNP"	0.0364608305857667	0.02562469897956	0.0108361316062067	0.865713781373861	0.987080534458072	0.113209304768724	0.23886952284536	0.830464196918736	"NS"	""	"4"	"N"	"N"	1.63833483	"LAROTRECTINIB"
"NPAS1"	-0.0294706386864889	-0.0248091849745086	-0.00466145371198029	0.936951219225845	0.992040377519976	-0.161601976341964	0.142649037235072	0.768378789990061	"NS"	""	"4"	"N"	"N"	NA	NA
"NPAS2"	-0.101575853228122	-0.01310530671691	-0.0884705465112122	0.185049519500895	0.866354629606363	-0.0462421899360704	0.593008858470886	0.93306857459428	"NS"	""	"4"	"N"	"N"	NA	NA
"NPAT"	-0.267517504541367	-0.3472913594465	0.0797738549051333	0.454746895841946	0.929061398998437	0.0740109190039791	0.147092783522391	0.77359598558688	"NS"	""	"4"	"N"	"N"	NA	NA
"NPC1"	-0.0860254066938222	-0.10155858864341	0.0155331819495878	0.863391367395537	0.986992047059655	0.134302966744907	0.246549904643701	0.833527678540675	"NS"	""	"4"	"N"	"Y"	0.043688929	"TETRACYCLINE"
"NPHP1"	0.0554856824629478	0.01828594937125	0.0371997330916978	0.480320630685323	0.934342076016467	-0.00312538960863235	0.919705434535582	0.991599163703441	"NS"	""	"4"	"N"	"N"	NA	NA
"NPHS1"	0.292367810951556	0.15300287876451	0.139364932187045	0.154882009777112	0.851537589964445	0.1138320497628	0.39526020720399	0.894164747193662	"NS"	""	"4"	"N"	"Y"	17.69401617	"losartan"
"NPM1"	-0.241421552913952	-0.3839762479603	0.142554695046348	0.191286663519073	0.869992431965738	0.0120156821329758	0.919868632284326	0.991599163703441	"NS"	""	"4"	"N"	"Y"	1.053215248	"THIOGUANINE"
"NPPA"	0.0967851624148889	-0.0579289538490188	0.154714116263908	0.0589334851201458	0.809321900953788	0.145743940526141	0.0916866708649877	0.709038644662179	"NS"	""	"4"	"N"	"Y"	5.89800539	"N9-GP"
"NPR1"	-0.00955345158974444	-0.15250217547295	0.142948723883206	0.215539955930844	0.87028323296438	0.324847319547072	0.258593042352775	0.840992158818191	"NS"	""	"4"	"N"	"N"	NA	NA
"NPR2"	-0.148491120042067	-0.22830908444564	0.0798179644035734	0.306204962672619	0.894105349160154	0.178839732919971	0.034270073707339	0.61411154795697	"NS"	""	"4"	"N"	"N"	NA	NA
"NPR3"	-0.034694637637	0.022389765302808	-0.057084402939808	0.509718280996787	0.943509270782653	0.00433802707157814	0.930525332205275	0.993296398195951	"NS"	""	"4"	"N"	"N"	NA	NA
"NPTX1"	-0.239504146785577	-0.131280384148441	-0.108223762637136	0.216708050990137	0.87028323296438	-0.0648629107924624	0.437210744875135	0.906515849760919	"NS"	""	"4"	"N"	"N"	NA	NA
"NPTX2"	-0.121807530050411	-0.04052883747	-0.0812786925804111	0.202371515092145	0.87028323296438	-0.0761971529936232	0.274397950132987	0.84767494919009	"NS"	""	"4"	"N"	"N"	NA	NA
"NPY1R"	-0.0312232057713778	-0.16234730332925	0.131124097557872	0.142409698640388	0.840672585596953	0.116805539061751	0.167354865338629	0.787333599308677	"NS"	""	"4"	"N"	"Y"	3.276669661	"PITAVASTATIN MAGNESIUM"
"NPY2R"	-0.0163827758066333	0.028053018553696	-0.0444357943603293	0.424599247245113	0.925861881077451	0.0166950085344677	0.714788056474322	0.961097952703493	"NS"	""	"4"	"N"	"Y"	0.614375561	"ABEMACICLIB"
"NPY5R"	0.100272906095456	0.0060028949263262	0.0942700111691293	0.12121822960938	0.832515964681668	0.0409154809275975	0.530897307172293	0.928374551013441	"NS"	""	"4"	"N"	"N"	NA	NA
"SLC11A2"	0.0103810114244344	0.061028993774256	-0.0506479823498216	0.529980126901738	0.947422634331019	0.0244469774527567	0.705793070678356	0.957543925608316	"NS"	""	"4"	"N"	"N"	NA	NA
"NRAP"	-0.1911732221523	-0.1631293713522	-0.0280438508001	0.866922158055617	0.987094921971624	0.0285162442290147	0.316823273054253	0.864865878417408	"NS"	""	"4"	"N"	"N"	NA	NA
"NRAS"	-0.1444405299017	-0.08888607519683	-0.05555445470487	0.570413187205593	0.953559394430968	0.0148343005602062	0.822064687729896	0.979758861436723	"NS"	""	"4"	"N"	"Y"	0.507962187	"BINIMETINIB"
"NRCAM"	0.0198062438550033	0.035633749904351	-0.0158275060493477	0.78147823584477	0.980500569446609	-0.0433832439948345	0.500010502106967	0.92100387459361	"NS"	""	"4"	"N"	"N"	NA	NA
"NRF1"	-0.425345238350889	-0.22170685667622	-0.203638381674669	0.0571665237832308	0.809321900953788	-0.0681622222344858	0.484261589452999	0.918557745587947	"NS"	""	"4"	"N"	"N"	NA	NA
"ACR"	-0.34232736237153	-0.15396693529055	-0.18836042708098	0.0699193446729268	0.80980673788148	-0.156675042879451	0.207952084815547	0.807736953215081	"NS"	""	"4"	"N"	"N"	NA	NA
"NRL"	-0.0400473401068222	-0.01286107615025	-0.0271862639565722	0.654645768603974	0.964493265427997	0.068111858493463	0.184887428132332	0.790075256998843	"NS"	""	"4"	"N"	"N"	NA	NA
"NRTN"	0.0550217769452556	0.065738535900659	-0.0107167589554034	0.935574331832776	0.992040377519976	-0.201829439130183	0.179999742569095	0.789587181756493	"NS"	""	"4"	"N"	"N"	NA	NA
"YBX1"	-0.498007869808556	-0.45851021423867	-0.0394976555698855	0.744513972006372	0.974885856674524	0.373070674536315	0.100627473058789	0.717256070079075	"NS"	""	"4"	"N"	"Y"	6.93882987	"abiraterone"
"NSF"	-0.573032243957822	-0.6736164165723	0.100584172614478	0.356514747454484	0.913619959499	-0.0194810414016684	0.775433979248895	0.971665055843901	"NS"	""	"4"	"N"	"N"	NA	NA
"NT5E"	0.00392947551645555	0.082756983347044	-0.0788275078305885	0.147483258630834	0.845300587743584	-0.0697141653199658	0.061001279907158	0.66955882672982	"NS"	""	"4"	"N"	"Y"	6.208426726	"TRIFAROTENE"
"NTF3"	0.05387279743367	0.19831986864637	-0.1444470712127	0.0980894062387511	0.829161654196083	-0.160426807232373	0.0659028801191597	0.673439203031342	"NS"	""	"4"	"N"	"Y"	0.348994402	"Ethoxzolamide"
"NTF4"	0.129668232542556	0.065984843643539	0.0636833888990165	0.390141027665579	0.920789846055953	0.00981058375279223	0.866827256176702	0.984042895627405	"NS"	""	"4"	"N"	"N"	NA	NA
"ATP2B2"	0.0174310020324642	-0.072855519916932	0.0902865219493962	0.10801152398024	0.829161654196083	0.119153428077346	0.221837431707265	0.821604507390127	"NS"	""	"4"	"N"	"N"	NA	NA
"NTHL1"	0.0432502198178511	-0.07938359657419	0.122633816392041	0.173595480924808	0.859888499797547	0.0232157286342337	0.701787477957184	0.957521804411859	"NS"	""	"4"	"N"	"N"	NA	NA
"NTRK1"	-0.0327602589574889	0.017324312138458	-0.0500845710959469	0.505388187461667	0.941513837183858	-0.0528462809290034	0.301181871551109	0.856978606517681	"NS"	""	"4"	"N"	"Y"	1.365279025	"LAROTRECTINIB"
"NTRK2"	0.0503835423572203	-0.038421011232482	0.0888045535897023	0.275641192141945	0.890333861656335	-0.02806157689477	0.838772327050378	0.981362988133405	"NS"	""	"4"	"N"	"Y"	1.63833483	"LAROTRECTINIB"
"NTRK3"	-0.156840838892064	0.04906793580253	-0.205908774694594	0.0784452602113197	0.80980673788148	-0.0759313329610121	0.605938067450017	0.934799720730912	"NS"	""	"4"	"N"	"Y"	2.286048601	"LAROTRECTINIB"
"ROR1"	-0.0881736926696222	-0.03278904902721	-0.0553846436424122	0.452681863314654	0.928904444750427	-0.117361354605526	0.111479085931805	0.735664028526785	"NS"	""	"4"	"N"	"N"	NA	NA
"ATP2B3"	-0.0400462232180556	-0.14248212195225	0.102435898734194	0.2824632699591	0.891393237112007	-0.024709372922647	0.77359374292581	0.971112649846359	"NS"	""	"4"	"N"	"N"	NA	NA
"DDR2"	0.117296628223638	-0.13068437029409	0.247980998517728	0.0384298285134884	0.777096367709328	0.0188470857517254	0.697944547305615	0.957521804411859	"NS"	""	"4"	"N"	"Y"	1.966001797	"Lusutrombopag"
"NTS"	0.0187834078268889	-0.02582880070007	0.0446122085269589	0.539580377038375	0.948097906813167	-0.00941183400439112	0.9414961312659	0.994870526595071	"NS"	""	"4"	"N"	"Y"	3.276669661	"PITAVASTATIN MAGNESIUM"
"NTSR1"	-0.107370248324533	-0.03567670563095	-0.0716935426935833	0.3492998378784	0.91104521641008	-0.0830929814172432	0.466533566106771	0.914511628663675	"NS"	""	"4"	"N"	"Y"	0.427391695	"METHYLPHENOBARBITAL"
"NUCB1"	-0.246145106722233	-0.149125685231006	-0.0970194214912273	0.292182186123679	0.891393237112007	-0.0495320901772673	0.635904426281772	0.940780661659791	"NS"	""	"4"	"N"	"Y"	58.9800539	"CARNITINE"
"NUCB2"	0.0702245028907444	-0.09632485201294	0.166549354903684	0.0665386188681267	0.80980673788148	0.0989740177782926	0.224415086324586	0.823997704514828	"NS"	""	"4"	"N"	"Y"	2.949002695	"DUTETRABENAZINE"
"NUMA1"	-0.269934420359544	-0.3061382278039	0.0362038074443556	0.772401194370594	0.979097413130079	-0.0297690146561459	0.644369878823882	0.943777757131878	"NS"	""	"4"	"N"	"N"	NA	NA
"NUP88"	-1.08468979811133	-0.8740640560522	-0.210625742059133	0.102579839610077	0.829161654196083	-0.189337063215446	0.0746128647522009	0.681791251736922	"NS"	""	"4"	"N"	"N"	NA	NA
"NUP98"	-0.875249766781667	-0.9265137444666	0.0512639776849333	0.734875430184369	0.974885856674524	0.10135524862582	0.708892159241232	0.958419596661161	"NS"	""	"4"	"N"	"N"	NA	NA
"NR4A2"	0.0503981947243633	-0.0134177620871	0.0638159568114633	0.209253281070186	0.87028323296438	0.0653991427337256	0.251129901394598	0.835300361958537	"NS"	""	"4"	"N"	"N"	NA	NA
"ATP2B4"	-0.0548100738593178	-0.10783681656077	0.0530267427014522	0.342400793024667	0.90921786699521	-0.0686870120369254	0.434817280910437	0.905920586677614	"NS"	""	"4"	"N"	"N"	NA	NA
"GPR143"	-0.08693506161164	-0.113969173629984	0.027034112018344	0.769072913085591	0.979027805521663	0.160947538683167	0.403418116438237	0.896126527270415	"NS"	""	"4"	"N"	"N"	NA	NA
"OAS1"	0.0574669666499522	0.04605393686819	0.0114130297817622	0.840767806466932	0.985645688266929	-0.0598898668871134	0.225658962128425	0.824232828353425	"NS"	""	"4"	"N"	"Y"	1.156471645	"LEE011"
"TRIM72"	0.0360774125252444	0.14021774540983	-0.104140332884586	0.324984662488697	0.901084014924136	-0.0778801291945405	0.14405050517786	0.7695700445605	"NS"	""	"4"	"N"	"N"	NA	NA
"CCDC73"	0.0647911129110622	-0.02768263368603	0.0924737465970922	0.344227159210905	0.90921786699521	0.0782097797474521	0.279062752465709	0.847844611401596	"NS"	""	"4"	"N"	"N"	NA	NA
"GPX8"	-0.0266733923745222	0.022820664652635	-0.0494940570271572	0.397260022286845	0.924181841506229	0.000163219273198411	0.997919563634196	0.999840118555752	"NS"	""	"4"	"N"	"N"	NA	NA
"OAS2"	-0.0299147911275222	-0.002637402280399	-0.0272773888471232	0.775841142883126	0.979665036303888	-0.0467943406087111	0.694611994917583	0.957390725660709	"NS"	""	"4"	"N"	"N"	NA	NA
"RNASE12"	0.169791445639722	0.1690773023344	0.000714143305322212	0.98940937283126	0.998916530787919	0.0485417815178974	0.380729436522987	0.887645552387401	"NS"	""	"4"	"N"	"N"	NA	NA
"OAS3"	0.0699346635982822	0.09808952591736	-0.0281548623190778	0.641952862343947	0.963990377796	-0.0300879553007369	0.572202578746126	0.930359157327798	"NS"	""	"4"	"N"	"N"	NA	NA
"RBMXL1"	-0.0578787733718222	-0.0871254847536	0.0292467113817778	0.709156312047006	0.971846856592908	0.0547559628806269	0.68637092438148	0.953064904588686	"NS"	""	"4"	"N"	"N"	NA	NA
"CHAC2"	0.0841408517526967	-0.005625700582586	0.0897665523352827	0.174338546228604	0.86096665572243	0.0616504463301248	0.52836348223542	0.928374551013441	"NS"	""	"4"	"N"	"N"	NA	NA
"OAT"	-0.0333904431305222	-0.05470586729812	0.0213154241675978	0.767456049630975	0.979027805521663	-0.019476371288975	0.63499019598536	0.940780661659791	"NS"	""	"4"	"N"	"N"	NA	NA
"TBC1D25"	-0.154936448155751	-0.02993189517626	-0.125004552979491	0.254600910995427	0.88595559459422	-0.112848934787202	0.624485026200895	0.938920533377401	"NS"	""	"4"	"N"	"N"	NA	NA
"OAZ1"	0.0764291897610556	0.002772355816999	0.0736568339440566	0.312024524845008	0.897777706782457	0.107891991483863	0.307975532472961	0.860432999976845	"NS"	""	"4"	"N"	"N"	NA	NA
"OAZ2"	0.0558578481340889	0.00207148310822	0.0537863650258689	0.620401808751013	0.96029264926301	0.229686828975254	0.0281811170525332	0.589128856667438	"NS"	""	"4"	"N"	"N"	NA	NA
"OCA2"	-0.0406202867503444	-0.02501387313628	-0.0156064136140644	0.807230947666711	0.983986770537459	0.012636593295211	0.636325803771508	0.940780661659791	"NS"	""	"4"	"N"	"Y"	5.361823081	"ARBUTIN"
"ATP4A"	-0.0563208178357	-0.08641823056537	0.03009741272967	0.856673819261686	0.986046494802004	-0.0843295961708655	0.0917828172150446	0.709038644662179	"NS"	""	"4"	"N"	"Y"	2.949002695	"DUTETRABENAZINE"
"OCM2"	-0.0508076662217222	0.002661802482297	-0.0534694687040192	0.515934259908921	0.945718123563157	-0.165721610200059	0.196908072960547	0.800898349144666	"NS"	""	"4"	"N"	"N"	NA	NA
"OCRL"	-0.0540350660703666	-0.042945743168945	-0.0110893229014217	0.89453835615528	0.990148490330652	0.0374140554620098	0.314422278736644	0.864837451955993	"NS"	""	"4"	"N"	"Y"	4.536927223	"METHOTREXATE SODIUM"
"ODC1"	-0.0570929123412889	-0.068431099143401	0.0113381868021121	0.897107523423216	0.990834587049209	0.0116368029962339	0.904384904124573	0.989505668299724	"NS"	""	"4"	"N"	"Y"	19.66001797	"SUCRALFATE"
"ODF1"	-0.00712853866293888	-0.0474961492421	0.0403676105791611	0.69695530930405	0.969266115826587	0.0563977633956764	0.560513856443216	0.929561934857979	"NS"	""	"4"	"N"	"N"	NA	NA
"ODF2"	0.0583471471465333	-0.00630992707636	0.0646570742228933	0.414687376290178	0.925861881077451	0.00293003955527213	0.972458209832398	0.997468791590167	"NS"	""	"4"	"N"	"N"	NA	NA
"OMD"	-0.0997104978978644	-0.029016122990778	-0.0706943749070865	0.376844940845003	0.917176920314485	-0.0818434627792162	0.343679026600786	0.877971467668974	"NS"	""	"4"	"N"	"N"	NA	NA
"ATP4B"	0.0114426641876222	-0.044548754156825	0.0559914183444472	0.456261697093842	0.929061398998437	-0.0919130637080402	0.125568373331908	0.752184684497357	"NS"	""	"4"	"N"	"Y"	2.457502246	"LANREOTIDE"
"OGDH"	-0.784679461862667	-0.5846240621859	-0.200055399676767	0.197837823227808	0.87028323296438	-0.136163957637154	0.151756429831985	0.776973439430931	"NS"	""	"4"	"N"	"Y"	1.053215248	"THIOGUANINE"
"OGN"	-0.0462467141682556	-0.05121857356306	0.00497185939480444	0.968210498408866	0.997167453684917	0.0452426337651454	0.532100237869372	0.928374551013441	"NS"	""	"4"	"N"	"N"	NA	NA
"OLR1"	0.0480235810441778	0.0539599575110372	-0.00593637646685942	0.922337484316245	0.991981540811606	-0.0640272949168678	0.349519356889382	0.879019997777121	"NS"	""	"4"	"N"	"N"	NA	NA
"OMG"	0.0561739054649989	0.11614911049126	-0.0599752050262611	0.480087619383024	0.934155974644646	0.0708337550015943	0.30359503024006	0.857709965932369	"NS"	""	"4"	"N"	"N"	NA	NA
"OMP"	0.00917297015254667	0.05917383647997	-0.0500008663274233	0.418119576777737	0.925861881077451	-0.092184800115194	0.268308574992958	0.845014004205335	"NS"	""	"4"	"N"	"N"	NA	NA
"OPA1"	-0.0741881194013778	-0.18051374137814	0.106325621976762	0.149890473810555	0.845300587743584	0.0366004351086517	0.728942982986041	0.963109658772368	"NS"	""	"4"	"N"	"N"	NA	NA
"OPCML"	-0.158052655734422	-0.0445434367444	-0.113509218990022	0.240761675304588	0.879876094735999	-0.0276086640360678	0.747940105389294	0.966539933561276	"NS"	""	"4"	"N"	"Y"	1.282175085	"paroxetine"
"ATP5A1"	-0.519424453678889	-0.54548692085544	0.0260624671765513	0.845174046123193	0.985825139172247	-0.0803461994324187	0.532137526186093	0.928374551013441	"NS"	""	"4"	"N"	"N"	NA	NA
"OPHN1"	-0.00754864312075555	0.08787212275184	-0.0954207658725956	0.215656244411788	0.87028323296438	0.00412129277795274	0.96282056894658	0.997103898335235	"NS"	""	"4"	"N"	"N"	NA	NA
"OPRD1"	0.00362109706156667	0.020295500102745	-0.0166744030411783	0.862306657279772	0.986509632513733	0.13677106687448	0.362973270262265	0.88300516448607	"NS"	""	"4"	"N"	"Y"	1.34045577	"Eluxadoline"
"SCAPER"	0.0689435399217222	-0.027302689495301	0.0962462294170232	0.18931776774113	0.869992431965738	0.102308587702526	0.072214211950532	0.674352894977609	"NS"	""	"4"	"N"	"N"	NA	NA
"WRAP73"	-0.113732361978963	-0.01246461598421	-0.101267745994753	0.127888555877863	0.832515964681668	-0.0418257229588377	0.589025109060555	0.93306857459428	"NS"	""	"4"	"N"	"N"	NA	NA
"OPRK1"	-0.124705753755352	-0.002522203960333	-0.122183549795019	0.136643936444242	0.838099014374909	0.0977340783286	0.511609747119282	0.924428834353632	"NS"	""	"4"	"N"	"Y"	2.492114953	"CR845"
"CRNN"	-0.100956086823761	-0.00826444288387	-0.0926916439398911	0.222127850965333	0.87028323296438	-0.025738353298077	0.757442048549819	0.967173328624636	"NS"	""	"4"	"N"	"N"	NA	NA
"CLDN20"	0.115492333856311	0.12153835155365	-0.00604601769733891	0.946311816465876	0.994062324382887	0.0787165910995045	0.643625710959922	0.943777757131878	"NS"	""	"4"	"N"	"N"	NA	NA
"OPRL1"	-0.0375981609290011	-0.20681007239579	0.169211911466789	0.0760243428686976	0.80980673788148	-0.0560579477099745	0.352695625585494	0.879946911394704	"NS"	""	"4"	"N"	"N"	NA	NA
"SIX6"	-0.0921315839994556	-0.045771562785565	-0.0463600212138906	0.541354877332737	0.948264572651012	-0.0722850308187689	0.354631226240064	0.880884823661637	"NS"	""	"4"	"N"	"N"	NA	NA
"OR1D2"	-0.0160005309857667	-0.07619824442971	0.0601977134439433	0.584658816909839	0.955411612799801	-0.0156043150864914	0.903968300535068	0.989505668299724	"NS"	""	"4"	"N"	"N"	NA	NA
"OR1F1"	0.146985953200711	-0.14511364749208	0.292099600692791	0.00152229582516617	0.732270289782147	0.136475595149167	0.351230085666879	0.879316328318536	"NS"	""	"4"	"N"	"N"	NA	NA
"OR2C1"	-0.1213219478793	-0.12044895319505	-0.000872994684250006	0.98922406342716	0.998916530787919	-0.126380198879462	0.154762167621767	0.778471588637207	"NS"	""	"4"	"N"	"N"	NA	NA
"OR3A1"	0.129087239631167	0.132933825008166	-0.00384658537699936	0.970819989163258	0.99730934359848	-0.0107965815570664	0.867798975044449	0.984152412115455	"NS"	""	"4"	"N"	"N"	NA	NA
"OR3A2"	-0.0818967420745344	0.10626542415106	-0.188162166225594	0.126623895825225	0.832515964681668	-0.11571545239564	0.41877345482539	0.89915701683385	"NS"	""	"4"	"N"	"N"	NA	NA
"ORC1"	-0.483596940690222	-0.31532219006861	-0.168274750621612	0.273296988415976	0.890333861656335	-0.0359173375655162	0.775910980901555	0.971702835289909	"NS"	""	"4"	"N"	"N"	NA	NA
"ACO2"	-0.687489064071667	-0.66078514345125	-0.0267039206204167	0.853794350109947	0.986046494802004	-0.10299427145418	0.562524944001118	0.929841247504881	"NS"	""	"4"	"N"	"N"	NA	NA
"ORC4"	0.0374777881296222	0.06208679413536	-0.0246090060057378	0.646562306040939	0.963990377796	-0.0413097549623702	0.512599706210849	0.924576314665931	"NS"	""	"4"	"N"	"N"	NA	NA
"SLC22A18AS"	-0.105701825356756	-0.04892081366958	-0.0567810116871755	0.607645143496898	0.957753294410769	-0.0384511115571356	0.60980434957762	0.935850077696386	"NS"	""	"4"	"N"	"N"	NA	NA
"ORM1"	0.0367319382011111	0.029914466224363	0.00681747197674811	0.879287708126082	0.988132350433782	-0.0536999850983904	0.418041573298073	0.89915701683385	"NS"	""	"4"	"N"	"N"	NA	NA
"ORM2"	0.0989854598463889	0.081608364326959	0.0173770955194299	0.814997688476122	0.984815845385788	-0.10381388451199	0.375905444468204	0.884998641754011	"NS"	""	"4"	"N"	"Y"	0.693882987	"Rucaparib"
"OSBP"	0.0187606026184556	-0.03685756204186	0.0556181646603155	0.417907578456643	0.925861881077451	0.0979273096974358	0.022518337045582	0.5673338246494	"NS"	""	"4"	"N"	"N"	NA	NA
"OSM"	-0.133254126867415	-0.133774544977176	0.000520418109760779	0.993807715318954	0.999046920251086	-0.102204767646267	0.380513501646074	0.887498123165442	"NS"	""	"4"	"N"	"N"	NA	NA
"ALDH7A1"	-0.0498821340806444	-0.09621282505004	0.0463306909693956	0.598136748473444	0.957736730581096	-0.100670720933202	0.397910395820798	0.894164747193662	"NS"	""	"4"	"N"	"N"	NA	NA
"CLDN11"	-0.106808377216133	-0.12049487662219	0.0136864994060563	0.90275999765632	0.99143711365444	0.0208409719551994	0.835982504872275	0.981362988133405	"NS"	""	"4"	"N"	"N"	NA	NA
"OTX1"	-0.0176052852244489	0.02008835043163	-0.0376936356560789	0.497402277481092	0.939375881985878	-0.0998275837502236	0.153751573552056	0.778164860496822	"NS"	""	"4"	"N"	"N"	NA	NA
